"","Year","Area","Street","Street 2"
"2796",2011,"Wolverhampton","Royal  London  P/H,Wolves  City  Centre.",NA
"2797",2011,"Wolverhampton","Sainsburys  St  Georges",NA
"2798",2011,"Wolverhampton","Salop  St,  Wolverhampton",NA
"2799",2011,"Wolverhampton","Salop  St,  Wolves.",NA
"2800",2011,"Wolverhampton","School  St,  Wton",NA
"2801",2011,"Wolverhampton","School  str.",NA
"2802",2011,"Wolverhampton","School  str.",NA
"2803",2011,"Wolverhampton","School  str.,  Waa Ya Ton",NA
"2804",2011,"Wolverhampton","School  str.,  W'ton.",NA
"2805",2011,"Wolverhampton","Showell  Circus",NA
"2806",2011,"Wolverhampton","St  Georges  Parade,  Wolverhampton",NA
"2807",2011,"Wolverhampton","St  Georges  Parade,  Wolverhampton",NA
"2808",2011,"Wolverhampton","Stafford  rd.,  Wolverhampton",NA
"2809",2011,"Wolverhampton","Stafford  St",NA
"2810",2011,"Wolverhampton","Stafford  St,  Wton",NA
"2811",2011,"Wolverhampton","Stafford  str.",NA
"2812",2011,"Wolverhampton","Stafford  str.",NA
"2813",2011,"Wolverhampton","Stafford  str.,  Wolverhampton.",NA
"2814",2011,"Wolverhampton","Steel  Park  Lane,  Wton",NA
"2815",2011,"Wolverhampton","Subway  Under  Traffic  Island  At  Junction  Of  Ring  rd.  And  Bilston  str.",NA
"2816",2011,"Wolverhampton","Sweetman  str.,  Wton",NA
"2817",2011,"Wolverhampton","Temple  St",NA
"2818",2011,"Wolverhampton","Tettenhall  rd.",NA
"2819",2011,"Wolverhampton","Tettenhall  rd.",NA
"2820",2011,"Wolverhampton","The  Varsity,  City  Centre",NA
"2821",2011,"Wolverhampton","Thornley  str.",NA
"2822",2011,"Wolverhampton","Tower  str.",NA
"2823",2011,"Wolverhampton","Train  Station,  Wolverhampton",NA
"2824",2011,"Wolverhampton","Trysull  rd.",NA
"2825",2011,"Wolverhampton","Vicarage  rd.,  Wton",NA
"2826",2011,"Wolverhampton","Victoria  rd.",NA
"2827",2011,"Wolverhampton","Victoria  rd.,  Wfield,  Wton",NA
"2828",2011,"Wolverhampton","V Ctoria  rd.,  Wfield,Wton",NA
"2829",2011,"Wolverhampton","Victoria  St",NA
"2830",2011,"Wolverhampton","Victoria  str.",NA
"2831",2011,"Wolverhampton","Victoria  str.",NA
"2832",2011,"Wolverhampton","Victoria  str.,  Wolverhampton",NA
"2833",2011,"Wolverhampton","Victoria  str.,  Wolverhampton",NA
"2834",2011,"Wolverhampton","Victoria  str.,  Waa Ya Ton",NA
"2835",2011,"Wolverhampton","Villiers  av.,  Wolverhampton",NA
"2836",2011,"Wolverhampton","Wallace  Rd",NA
"2837",2011,"Wolverhampton","Wallace  rd.,  Bradley",NA
"2838",2011,"Wolverhampton","Walsall  St,  Bilston.",NA
"2839",2011,"Wolverhampton","Wanderers  av.,  Blakenhall",NA
"2840",2011,"Wolverhampton","Wanderers  av.,  Wton",NA
"2841",2011,"Wolverhampton","Warnford  Walk,  Merry  Hill,  Waa Ya Ton",NA
"2842",2011,"Wolverhampton","Warstones  dr.",NA
"2843",2011,"Wolverhampton","Waterloo  Rd",NA
"2844",2011,"Wolverhampton","Waterloo  Rd  Wolverhampton",NA
"2845",2011,"Wolverhampton","Wednesfield  High  str.,  Wolves.",NA
"2846",2011,"Wolverhampton","Wellington  rd.",NA
"2847",2011,"Wolverhampton","White  Oaks  str.,  Wton",NA
"2848",2011,"Wolverhampton","Whitegates  dr.  Coseley",NA
"2849",2011,"Wolverhampton","Willenhall  rd.,  East  Park,  Wolverhampton",NA
"2850",2011,"Wolverhampton","Willenhall  rd.,  Jtn  Deans  rd.,  Wton",NA
"2851",2011,"Wolverhampton","William  Hill  Market  str.",NA
"2852",2011,"Wolverhampton","Wolverhamptn  Train  Station",NA
"2853",2011,"Wolverhampton","Wolverhampton    Train  Station",NA
"2854",2011,"Wolverhampton","Wolverhampton  Railway  Station",NA
"2855",2011,"Wolverhampton","Wolverhampton  Railway  Station",NA
"2856",2011,"Wolverhampton","Wolverhampton  Railway  Station",NA
"2857",2011,"Wolverhampton","Wolverhampton  rd.  Wednesfield",NA
"2858",2011,"Wolverhampton","Wolverhampton  rd.,  Wednesfield,  Wton",NA
"2859",2011,"Wolverhampton","Wolverhampton  Train  Station",NA
"2860",2011,"Wolverhampton","Wolves  Railway  Station",NA
"2861",2011,"Wolverhampton","Wood  End  rd.,  Wednesfield",NA
"2862",2011,"Wolverhampton","Woodland  av.,  Tettenhall  Wood",NA
"2863",2011,"Wolverhampton","Woolpack  Alley",NA
"2864",2011,"Wolverhampton","Wordsworth  av.",NA
"2865",2011,"Wolverhampton","Wton  Train  Station",NA
"2866",2011,"Wolverhampton","Wv  Front  Office",NA
"2867",2011,"Wolverhampton","Wvfo","WVFO"
"2868",2011,"Wolverhampton","Wvfo","WVFO"
"2869",2012,"Birmingham","Clemence  rd.",NA
"2870",2012,"Birmingham","Clemence  rd.",NA
"2871",2012,"Birmingham","Clemence  rd.",NA
"2872",2012,"Birmingham","Clemence  rd.",NA
"2873",2012,"Birmingham","Clemence  rd.",NA
"2874",2012,"Birmingham","Acocks  Green  Police  Station",NA
"2875",2012,"Birmingham","Albert  rd.",NA
"2876",2012,"Birmingham","Alcester  Rd  Moseley",NA
"2877",2012,"Birmingham","Alcester  rd.",NA
"2878",2012,"Birmingham","Alcester  rd.",NA
"2879",2012,"Birmingham","Alcester  rd.  Moseley",NA
"2880",2012,"Birmingham","Alcester  rd.  Moseley",NA
"2881",2012,"Birmingham","Alcester  rd.  Outside  Cross  Ph",NA
"2882",2012,"Birmingham","Alcester  rd.,  Moseley.",NA
"2883",2012,"Birmingham","Alecester  rd.",NA
"2884",2012,"Birmingham","Alum  Rock  rd.",NA
"2885",2012,"Birmingham","Alum  Rock  rd.",NA
"2886",2012,"Birmingham","Alum  Rock  rd.",NA
"2887",2012,"Birmingham","Alum  Rock  rd.,  Alum  Rock",NA
"2888",2012,"Birmingham","Banford  rd.,  Ward  End",NA
"2889",2012,"Birmingham","Belchers  Lane",NA
"2890",2012,"Birmingham","Belgrave  Middle  Way",NA
"2891",2012,"Birmingham","Belgravia  Close",NA
"2892",2012,"Birmingham","Bennetts  H Ll  C Ty  Centre",NA
"2893",2012,"Birmingham","Berkely  rd.",NA
"2894",2012,"Birmingham","Birchley  Rise  @  Wagon  Lane,  Olton",NA
"2895",2012,"Birmingham","Birchtree  dr.",NA
"2896",2012,"Birmingham","Birmingham  New  str.",NA
"2897",2012,"Birmingham","Birmingham  rd.,  Castle  Bromwich",NA
"2898",2012,"Birmingham","Birmingham  rd.,  Sutton  Coldfield",NA
"2899",2012,"Birmingham","Bistol  rd.  Selly  Oak",NA
"2900",2012,"Birmingham","Blake  Place.  Bordesley  Green",NA
"2901",2012,"Birmingham","Bordesley  Green",NA
"2902",2012,"Birmingham","Bordesley  Green  East",NA
"2903",2012,"Birmingham","Bordesley  Green  rd.,  Bordesley  Green",NA
"2904",2012,"Birmingham","Bordesley  Green.",NA
"2905",2012,"Birmingham","Bordesly  Green,  Bordesley  Green",NA
"2906",2012,"Birmingham","Boscombe  rd.,  Tyseley,",NA
"2907",2012,"Birmingham","Bournville  Lane",NA
"2908",2012,"Birmingham","Bristol  rd.",NA
"2909",2012,"Birmingham","Bristol  rd.  South",NA
"2910",2012,"Birmingham","Broad  str.",NA
"2911",2012,"Birmingham","Broad  str.",NA
"2912",2012,"Birmingham","Broad  str.",NA
"2913",2012,"Birmingham","Broad  str.",NA
"2914",2012,"Birmingham","Brookhill  rd.",NA
"2915",2012,"Birmingham","Brooklands  rd.",NA
"2916",2012,"Birmingham","Brunswick  rd.",NA
"2917",2012,"Birmingham","Bulls  Head,  Mosely",NA
"2918",2012,"Birmingham","Caldwell  rd.",NA
"2919",2012,"Birmingham","Church  rd.,  Yardley",NA
"2920",2012,"Birmingham","Church  rd.,  Yardley",NA
"2921",2012,"Birmingham","Church  rd.,  Yew  Tree",NA
"2922",2012,"Birmingham","Clodeshall  rd.",NA
"2923",2012,"Birmingham","Coleshill  rd.",NA
"2924",2012,"Birmingham","Cotterills  Lane",NA
"2925",2012,"Birmingham","Coventry    rd.",NA
"2926",2012,"Birmingham","Coventry  Rd  ,  Sheldon  ,  Nr  British  Legion   Vy  Leaf.",NA
"2927",2012,"Birmingham","Coventry  Rd.",NA
"2928",2012,"Birmingham","Coventry  rd.",NA
"2929",2012,"Birmingham","Coventry  rd.,  Small  Heath",NA
"2930",2012,"Birmingham","Cranespark  rd.",NA
"2931",2012,"Birmingham","Dale  End",NA
"2932",2012,"Birmingham","Drews  Lane,  Ward  End",NA
"2933",2012,"Birmingham","Elizabeth  rd.",NA
"2934",2012,"Birmingham","Emily  rd.,  Acocks  Green,  Birmingham",NA
"2935",2012,"Birmingham","Flaxton  Grove,  Kitts  Green",NA
"2936",2012,"Birmingham","Foxton  rd.,  Washwood  Heath",NA
"2937",2012,"Birmingham","Front  Offc E  K Ngs  Heath  Pol Ce  Stat On",NA
"2938",2012,"Birmingham","Front  Office,  Stechford  Police  Station",NA
"2939",2012,"Birmingham","Gibbins  rd.",NA
"2940",2012,"Birmingham","Gilsan  Way",NA
"2941",2012,"Birmingham","Gospel  Farm  rd.",NA
"2942",2012,"Birmingham","Gospel  Lane,  Acocks  Green",NA
"2943",2012,"Birmingham","Green  Lane  Bordesley  Green",NA
"2944",2012,"Birmingham","Greswold  rd.",NA
"2945",2012,"Birmingham","Harbourne  rd.  Harbourne",NA
"2946",2012,"Birmingham","Hazelville  rd.,    Hall  Green",NA
"2947",2012,"Birmingham","Heartlands  Hospital",NA
"2948",2012,"Birmingham","Heartlands  Hospital",NA
"2949",2012,"Birmingham","Heartlands  Hospital",NA
"2950",2012,"Birmingham","Heartlands  Hospital",NA
"2951",2012,"Birmingham","Heathfield  rd.",NA
"2952",2012,"Birmingham","Herrick  rd.",NA
"2953",2012,"Birmingham","High  str.",NA
"2954",2012,"Birmingham","High  str.  Kings  Heath",NA
"2955",2012,"Birmingham","High  str.  Solihull",NA
"2956",2012,"Birmingham","Highfield  rd.",NA
"2957",2012,"Birmingham","Highfield  rd.  Spark  Brook.",NA
"2958",2012,"Birmingham","Home  Address",NA
"2959",2012,"Birmingham","Homer  Rd  Near  Holiday   Nn",NA
"2960",2012,"Birmingham","Horrell  rd.  Sheldon",NA
"2961",2012,"Birmingham"," Vy  House  rd.  West  Heath",NA
"2962",2012,"Birmingham","Jakeman  rd.",NA
"2963",2012,"Birmingham","Juniper  Close",NA
"2964",2012,"Birmingham","Kemberton  rd.",NA
"2965",2012,"Birmingham","Kings  Heath  High  St",NA
"2966",2012,"Birmingham","Kings  Norton  Green",NA
"2967",2012,"Birmingham","Lady  Pool  rd.",NA
"2968",2012,"Birmingham","Lady  Pool  rd.",NA
"2969",2012,"Birmingham","Ladypool  rd.",NA
"2970",2012,"Birmingham","Lea  Hall  rd.",NA
"2971",2012,"Birmingham","Lower  Severn  str.",NA
"2972",2012,"Birmingham","Mary  str.",NA
"2973",2012,"Birmingham","Mary  str.",NA
"2974",2012,"Birmingham","Middle  Park  rd.",NA
"2975",2012,"Birmingham","Milestone  House",NA
"2976",2012,"Birmingham","Milestone  House",NA
"2977",2012,"Birmingham","Milestone  House",NA
"2978",2012,"Birmingham","Monyhull  rd.",NA
"2979",2012,"Birmingham","Moseley  rd.",NA
"2980",2012,"Birmingham","New  str.  Railway  Station",NA
"2981",2012,"Birmingham","New  str.  Station",NA
"2982",2012,"Birmingham","Northliegh  Rd  Ward  End",NA
"2983",2012,"Birmingham","O/S  Assembly  Rooms,  Poplar  Way,  Solihull",NA
"2984",2012,"Birmingham","O/S  Assembly  Rooms,  Solihull  Town  Centre",NA
"2985",2012,"Birmingham","O/S  Chargrill  Chicken,  Coventry  rd.",NA
"2986",2012,"Birmingham","Olton  Boulevard  East",NA
"2987",2012,"Birmingham","Out  S De  F Sh  Bar  Hobmoore  rd..",NA
"2988",2012,"Birmingham","Outside  Arden  Oak  Pub",NA
"2989",2012,"Birmingham","Outside  St  Colombia  Nursery  ,Alcester  rd.",NA
"2990",2012,"Birmingham","Outside  The  Bulls  Head",NA
"2991",2012,"Birmingham","Parker  str.,  Edgbaston",NA
"2992",2012,"Birmingham","Parkland  On  The  Heathway",NA
"2993",2012,"Birmingham","Partridge  rd.",NA
"2994",2012,"Birmingham","Pershore  rd.",NA
"2995",2012,"Birmingham","Plymouth  rd.,  Stirchley",NA
"2996",2012,"Birmingham","Poplar  rd.,  Solihull",NA
"2997",2012,"Birmingham","Rea  rd.",NA
"2998",2012,"Birmingham","Regency  Hotel",NA
"2999",2012,"Birmingham","Runcurn  rd.,  Balsall  Heath",NA
"3000",2012,"Birmingham","School  rd.",NA
"3001",2012,"Birmingham","Sheath  Lane",NA
"3002",2012,"Birmingham","Sheldon  Heath  Park",NA
"3003",2012,"Birmingham","Shirley  rd.,  Acocks  Green.",NA
"3004",2012,"Birmingham","Solihull  Town  Centre",NA
"3005",2012,"Birmingham","St  Marys  rd.",NA
"3006",2012,"Birmingham","St  Marys  Row",NA
"3007",2012,"Birmingham","St  Mary's  Row,  Moseley",NA
"3008",2012,"Birmingham","St  Pauls  rd.",NA
"3009",2012,"Birmingham","St  Pauls  rd.",NA
"3010",2012,"Birmingham","Station  rd.  Stechford",NA
"3011",2012,"Birmingham","Station  rd.  Stechford",NA
"3012",2012,"Birmingham","Station  rd.,  Solihul",NA
"3013",2012,"Birmingham","Station  rd.,  Solihul",NA
"3014",2012,"Birmingham","Station  rd.,  Solihul",NA
"3015",2012,"Birmingham","Station  rd.,  Solihul",NA
"3016",2012,"Birmingham","Station  rd.,  Solihul",NA
"3017",2012,"Birmingham","Station  rd.,  Solihul",NA
"3018",2012,"Birmingham","Stechford  Police  Station",NA
"3019",2012,"Birmingham","Stechford  Swimming  Baths",NA
"3020",2012,"Birmingham","Stoney  Lane",NA
"3021",2012,"Birmingham","Stratford  rd.",NA
"3022",2012,"Birmingham","Stratford  rd.,  Sparkbrook",NA
"3023",2012,"Birmingham","Stratford  rd.,  Sparkhill",NA
"3024",2012,"Birmingham","Summerf Eld  rd.,  Weoley  Castle",NA
"3025",2012,"Birmingham","Sunbeam  Way.",NA
"3026",2012,"Birmingham","Swanshurst  Park",NA
"3027",2012,"Birmingham","The  Parade  Sutton  Coldfield",NA
"3028",2012,"Birmingham","The  Radleys",NA
"3029",2012,"Birmingham","Tile  Cross  rd.",NA
"3030",2012,"Birmingham","Tote  Betting  Shop,  Alum  Rock  rd.",NA
"3031",2012,"Birmingham","Turnburry  rd.",NA
"3032",2012,"Birmingham","Umberslade  rd.,  Selly  Oak",NA
"3033",2012,"Birmingham","V Carage  rd.,  K Nghs  Heath",NA
"3034",2012,"Birmingham","Victoria  rd.,  Bordesley  Green",NA
"3035",2012,"Birmingham","Wake  Green  rd.",NA
"3036",2012,"Birmingham","Ward  End  Park",NA
"3037",2012,"Birmingham","Warwich  Rd",NA
"3038",2012,"Birmingham","Warwick  rd.",NA
"3039",2012,"Birmingham","Warwick  rd.,  Accocks  Green",NA
"3040",2012,"Birmingham","Wash  Lane",NA
"3041",2012,"Birmingham","Washwood  Heath  rd.",NA
"3042",2012,"Birmingham","Washwood  Heath  rd.",NA
"3043",2012,"Birmingham","Watson  rd.,  Alum  Rock",NA
"3044",2012,"Birmingham","Wheatcroft  rd.,  Chelmesley  Wood",NA
"3045",2012,"Birmingham","Wheatsheaf  Ph  Coventry  rd.,  Sheldon",NA
"3046",2012,"Birmingham","Wheatsheaf,  Coventry  rd..",NA
"3047",2012,"Birmingham","William  Hill  Bookmakers,  Washwood  Heath  rd.",NA
"3048",2012,"Birmingham","Woodbridge  Rd",NA
"3049",2012,"Birmingham","Woodbridge  rd.",NA
"3050",2012,"Birmingham","Acorn  Publ C  House",NA
"3051",2012,"Birmingham","Atlantic  Rd",NA
"3052",2012,"Birmingham","Aylesbury  Crescent,  Kingstanding,  B'ham",NA
"3053",2012,"Birmingham","Beggers  Bush",NA
"3054",2012,"Birmingham","Bendall  Rd.  Kingstanding",NA
"3055",2012,"Birmingham","Berryfields  rd.,  Walmley,  Sutton  Coldfield",NA
"3056",2012,"Birmingham","Birmingham  Rd",NA
"3057",2012,"Birmingham","Birmingham  rd.",NA
"3058",2012,"Birmingham","Birmingham  rd.",NA
"3059",2012,"Birmingham","Birmingham  rd.",NA
"3060",2012,"Birmingham","Birmingham  rd.,  Wylde  Green",NA
"3061",2012,"Birmingham","Birmingham  rd.,  Wylde  Green",NA
"3062",2012,"Birmingham","Boldmere  rd.",NA
"3063",2012,"Birmingham","Bottle  Of  Sack",NA
"3064",2012,"Birmingham","Boundary  rd.,  Erdington",NA
"3065",2012,"Birmingham","Brassington  av.,  Sutton  Coldfield",NA
"3066",2012,"Birmingham","Broad  St]#",NA
"3067",2012,"Birmingham","Capilano  rd.,  Erdington",NA
"3068",2012,"Birmingham","Car  Park  Lidl  Pelham  Rd  Alum  Rock",NA
"3069",2012,"Birmingham","Car  Park  Of  Old  Speckled  Hen  Publ C  House  Mere  Green",NA
"3070",2012,"Birmingham","Car  Park  Reddicap  Tavern,  Hollyfield  rd.,  Falcon  Lodge",NA
"3071",2012,"Birmingham","Car  Park,  Kenilworth  Court,  Wheelwright  Rd",NA
"3072",2012,"Birmingham","Chester  rd.",NA
"3073",2012,"Birmingham","Chesterfield  Grove,  Pype  Hayes",NA
"3074",2012,"Birmingham","Chipstead  rd.",NA
"3075",2012,"Birmingham","Church  rd.,  Erdington",NA
"3076",2012,"Birmingham","Coton  Lane,  Erdington,  B'ham",NA
"3077",2012,"Birmingham","Cottishall  Walk",NA
"3078",2012,"Birmingham","Court  Lane",NA
"3079",2012,"Birmingham","Court  Lane",NA
"3080",2012,"Birmingham","Duke  str.",NA
"3081",2012,"Birmingham","Ebrook  rd.,  Sutton  Coldfield",NA
"3082",2012,"Birmingham","Emscote  rd.",NA
"3083",2012,"Birmingham","Erdington  High  str.",NA
"3084",2012,"Birmingham","Erdington  High  str.",NA
"3085",2012,"Birmingham","Erdington  High  str.",NA
"3086",2012,"Birmingham","Firbeck  Grove",NA
"3087",2012,"Birmingham","Frances  rd.  Erd Ngton",NA
"3088",2012,"Birmingham","Front  Odffice  Sutton  Coldfield",NA
"3089",2012,"Birmingham","Good  Hope  Hospital",NA
"3090",2012,"Birmingham","Gracechuch  Shopping  Centre,  Sutton  Coldfield",NA
"3091",2012,"Birmingham","Gravelly  Hill",NA
"3092",2012,"Birmingham","Hairy  Lemon,  Erdington  High  str..",NA
"3093",2012,"Birmingham","Ha Ry  Lemon.  Lower  Parade",NA
"3094",2012,"Birmingham","Ha Ry  Lemon.  Lower  Parade",NA
"3095",2012,"Birmingham","Hampton  rd.,  Erdington,  B'ham",NA
"3096",2012,"Birmingham","Hellbey  Close",NA
"3097",2012,"Birmingham","High  St  .  Sutton  Coldfield",NA
"3098",2012,"Birmingham","High  St  Erdington",NA
"3099",2012,"Birmingham","High  str.,  Erdington",NA
"3100",2012,"Birmingham","High  str.,  Erdington",NA
"3101",2012,"Birmingham","High  str.,  Erdington",NA
"3102",2012,"Birmingham","H Gh  str.,  Erd Ngton",NA
"3103",2012,"Birmingham","H Gh  str.,  Erd Ngton",NA
"3104",2012,"Birmingham","H Gh  str.,  Erd Ngton",NA
"3105",2012,"Birmingham","H Gh  str.,  Erd Ngton",NA
"3106",2012,"Birmingham","H Gh  str.,  Erd Ngton",NA
"3107",2012,"Birmingham","H Gh  str.,  Erd Ngton",NA
"3108",2012,"Birmingham","H Gh  str.,  Erd Ngton",NA
"3109",2012,"Birmingham","High  str.,  Erdington.",NA
"3110",2012,"Birmingham","High  str.,  West  Bromwich",NA
"3111",2012,"Birmingham","High  str.,  West  Bromwich",NA
"3112",2012,"Birmingham","High  str.,  West  Bromwich",NA
"3113",2012,"Birmingham"," Nland  rd.,  Erdington,  B'ham",NA
"3114",2012,"Birmingham","Job  Centre,  Sutton  New  rd.,  Erdington",NA
"3115",2012,"Birmingham","Johnson  rd.,  Erdington,  Birmingham",NA
"3116",2012,"Birmingham","Johnson  rd.,  Erdington,  Birmingham.",NA
"3117",2012,"Birmingham","Kings  Rd",NA
"3118",2012,"Birmingham","K Ngsbury  rd.,  Castle  Vale",NA
"3119",2012,"Birmingham","Lichfield  Rd",NA
"3120",2012,"Birmingham","Lichfield  rd.",NA
"3121",2012,"Birmingham","Lichfield  rd.,  Sutton  Coldfield",NA
"3122",2012,"Birmingham","Lichfield  rd.,  Sutton  Coldfield",NA
"3123",2012,"Birmingham","Litten  Tree  Ph  Sutton  Town  Centre",NA
"3124",2012,"Birmingham","Lower  Parade",NA
"3125",2012,"Birmingham","Lower  Parade",NA
"3126",2012,"Birmingham","Lower  Parade",NA
"3127",2012,"Birmingham","Lower  Parade",NA
"3128",2012,"Birmingham","Lower  Parade",NA
"3129",2012,"Birmingham","Lower  Parade  ,  Sutton  Coldfield",NA
"3130",2012,"Birmingham","Lower  Parade  Sutton  Coldfield",NA
"3131",2012,"Birmingham","Lower  Parade,  Sutton  Coldfield",NA
"3132",2012,"Birmingham","Lower  Parade,  Sutton  Coldfield",NA
"3133",2012,"Birmingham","Lower  Parade,  Sutton  Coldfield",NA
"3134",2012,"Birmingham","Lower  Parade,  Sutton  Coldfield",NA
"3135",2012,"Birmingham","Lower  Parade,  Sutton  Coldfield",NA
"3136",2012,"Birmingham","Lower  Parade,  Sutton  Coldfield,  Birmingham",NA
"3137",2012,"Birmingham","Lower  Parade,  Sutton  Coldfield.",NA
"3138",2012,"Birmingham","Lower  Parade,  Sutton  Town  Centre",NA
"3139",2012,"Birmingham","Madehurst  rd.,  Erdington",NA
"3140",2012,"Birmingham","Marrowfat  Raod,  Handsworth",NA
"3141",2012,"Birmingham","Marsh  Hill  ,  Erdington.  (  Bn  )",NA
"3142",2012,"Birmingham","Marsh  Lane,  Erdington,  B'ham",NA
"3143",2012,"Birmingham","Mere  Green   Sland  L Chf Eld  rd.",NA
"3144",2012,"Birmingham","Mill  av.",NA
"3145",2012,"Birmingham","Mill  St  @  High  str.",NA
"3146",2012,"Birmingham","New  str.",NA
"3147",2012,"Birmingham","New  str.  Station",NA
"3148",2012,"Birmingham","Newdigate  rd.",NA
"3149",2012,"Birmingham","Newhall  Carpark",NA
"3150",2012,"Birmingham","Newhall  Walk,  Sutton  Coldfield",NA
"3151",2012,"Birmingham","Normanton  Tower,  Beechmount  dr.,  Erdington,  Birmingham",NA
"3152",2012,"Birmingham","North  Holt  rd.",NA
"3153",2012,"Birmingham","Northolt  Dr Ve",NA
"3154",2012,"Birmingham","O/S  H/A",NA
"3155",2012,"Birmingham","O/S  Hairy  Lemon  Ph",NA
"3156",2012,"Birmingham","O/S  Kings  Arms  Ph,  Coleshill  rd.",NA
"3157",2012,"Birmingham","O/S  Kings  Arms  Ph,  Coleshill  rd.",NA
"3158",2012,"Birmingham","O/S  L Tten  Tree",NA
"3159",2012,"Birmingham","O/S  Moo  Moos  South  Parade",NA
"3160",2012,"Birmingham","O/S  Moomoo  Club,  Sutton  Town  Centre",NA
"3161",2012,"Birmingham","O/S  Moomoos  Night  Club,  South  Parade",NA
"3162",2012,"Birmingham","O/S  Moomoos,  Lower  Parade,  Sutton  Town  Centre",NA
"3163",2012,"Birmingham","O/S  Station  Ph",NA
"3164",2012,"Birmingham","O/S  Temple  Bar,  S/C  Town  Centre",NA
"3165",2012,"Birmingham","Orphanage  Rd",NA
"3166",2012,"Birmingham","Outside  Bagot  Arms,  Chester  rd.,  Pype  Hayes",NA
"3167",2012,"Birmingham","Outs De  C Ty  V Ew,  Erd Ngton",NA
"3168",2012,"Birmingham","Outside  H Ry  Lemon,  Sutton  Town  Crntr",NA
"3169",2012,"Birmingham","Outside  Home  Address",NA
"3170",2012,"Birmingham","Outside  Home  Address",NA
"3171",2012,"Birmingham","Outside  Home  Address",NA
"3172",2012,"Birmingham","Outs De  L Tten  Tree,  B Rm Ngham  rd.",NA
"3173",2012,"Birmingham","Outside  Moomoo's  Bar,  South  Parade,  Sutton  Coldfield",NA
"3174",2012,"Birmingham","Outside  Moomoo's  Bar,  South  Parade,  Sutton  Coldfield.",NA
"3175",2012,"Birmingham","Outs De  New  str.  Stat On,  B Rm Ngham  C Ty  Centre",NA
"3176",2012,"Birmingham","Outside  Temple  Bar,  Lower  Parade,  Sutton  Coldfield",NA
"3177",2012,"Birmingham","Outside  The  Swan  Public  House,  High  str.,  Erdington",NA
"3178",2012,"Birmingham","Outside  The  Temple  Bar,  Sutton  Coldfield  Town  Centre.",NA
"3179",2012,"Birmingham","Parade  Sutton",NA
"3180",2012,"Birmingham","Parade  Sutton  Coldfield",NA
"3181",2012,"Birmingham","Parade  Sutton  Coldfield",NA
"3182",2012,"Birmingham","Parade  Sutton  Coldfield  Town  Centre",NA
"3183",2012,"Birmingham","Parade,  Sutton  Coldfield",NA
"3184",2012,"Birmingham","Rectory  rd.,  Sutton  Coldfield",NA
"3185",2012,"Birmingham","Reddicap  Hill",NA
"3186",2012,"Birmingham","Redwing  Grove,  Erdington,  B'ham",NA
"3187",2012,"Birmingham","Redwing  Grove,  Erdington,  B'ham",NA
"3188",2012,"Birmingham","Redwing  Grove,  Erdington,  B'ham",NA
"3189",2012,"Birmingham","Redwing  Grove,  Erdington,  B'ham",NA
"3190",2012,"Birmingham","Redwing  Grove,  Erdington,  B'ham",NA
"3191",2012,"Birmingham","Redwing  Grove,  Erdington,  B'ham",NA
"3192",2012,"Birmingham","Redwing  Grove,  Erdington,  B'ham",NA
"3193",2012,"Birmingham","Reservoir  Rd  Erdington",NA
"3194",2012,"Birmingham","Reservoir  Rd  Erdington",NA
"3195",2012,"Birmingham","Reservoir  Rd  Erdington",NA
"3196",2012,"Birmingham","Reservoir  Rd  Erdington",NA
"3197",2012,"Birmingham","Reservoir  Rd  Erdington",NA
"3198",2012,"Birmingham","Reservo R  rd.",NA
"3199",2012,"Birmingham","Ridgeway,  Erdington",NA
"3200",2012,"Birmingham","Sc  Town  Centre",NA
"3201",2012,"Birmingham","Short  Heath  Rd",NA
"3202",2012,"Birmingham","Slade  rd.",NA
"3203",2012,"Birmingham","Slade  rd.",NA
"3204",2012,"Birmingham","Somerset  rd.,  Erd Ngton",NA
"3205",2012,"Birmingham","South  Parade",NA
"3206",2012,"Birmingham","South  Parade",NA
"3207",2012,"Birmingham","South  Parade",NA
"3208",2012,"Birmingham","South  Parade",NA
"3209",2012,"Birmingham","South  Parade",NA
"3210",2012,"Birmingham","South  Parade",NA
"3211",2012,"Birmingham","South  Parade  Aa Ya   Sutton  Coldfield  Town  Centre",NA
"3212",2012,"Birmingham","South  Parade  O/S  Moomoo",NA
"3213",2012,"Birmingham","South  Parade  S/C  Town  Centre",NA
"3214",2012,"Birmingham","South  Parade,  Sutton  Coldfield",NA
"3215",2012,"Birmingham","South  Parade,  Sutton  Coldfield",NA
"3216",2012,"Birmingham","South  Parade,  Sutton  Coldfield",NA
"3217",2012,"Birmingham","South  Parade,  Sutton  Coldfield",NA
"3218",2012,"Birmingham","South  Parade,  Sutton  Coldf Eld",NA
"3219",2012,"Birmingham","South  Parade,  Sutton  Coldf Eld",NA
"3220",2012,"Birmingham","South  Parade,  Sutton  Coldf Eld",NA
"3221",2012,"Birmingham","South  Parade,  Sutton  Coldfield",NA
"3222",2012,"Birmingham","South  Parade,  Sutton  Coldfield,  Birmingham",NA
"3223",2012,"Birmingham","South  Parades,  Sutton  Coldfield",NA
"3224",2012,"Birmingham","St  Mary  &  St  John  Social  Club,  Gravelly  Hill  North",NA
"3225",2012,"Birmingham","Sutton  New  rd.",NA
"3226",2012,"Birmingham","Sutton  New  rd.,  Erdington",NA
"3227",2012,"Birmingham","Sutton  New  rd.,  Erdington",NA
